case_id,user_handle,visa_type,visa_entry,consulate,major,status,check_date,complete_date,waiting_days
842970,Wuhan_528_H1B,H1,Renewal,Others,Computer Science,Clear,2025-05-28,2025-07-21,54
842976,keyikee,F1,New,ShangHai,ECE,Clear,2025-05-28,2025-06-11,14
843014,Christian,F1,Renewal,ShangHai,Materials Science and Eng,Pending,2025-05-28,0000-00-00,242
843032,ZYYY,F1,Renewal,BeiJing,Mechanical Engineering,Clear,2025-05-28,2025-07-23,56
843064,wishapprovew,L2,New,BeiJing,CS,Clear,2025-05-28,2025-07-25,58
843157,grace求下签,H1,New,BeiJing,Chemistry,Clear,2025-05-28,2025-07-24,57
843169,地鸣踏平us,J1,New,BeiJing,CS,Clear,2025-05-28,2025-07-25,58
843250,下签三巨头,B1,New,GuangZhou,Pharmacology,Clear,2025-05-28,2025-07-24,57
843272,stephen,O1,Renewal,ShangHai,ECE,Clear,2025-05-28,2025-07-23,56
843329,wchbsl,F1,Renewal,BeiJing,Physics,Clear,2025-05-28,2025-07-29,62
843338,BieQuGuangZhou,F1,New,GuangZhou,ECE,Clear,2025-05-28,2025-07-31,64
843415,Christian,F1,Renewal,ShangHai,Materials Sci,Clear,2025-05-28,2025-07-22,55
843117,LiLiLi,F1,New,ShenYang,Supply Chain Analytics,Clear,2025-05-29,2025-07-11,43
843175,Dafengge,L1,Renewal,ShenYang,EE,Pending,2025-05-29,0000-00-00,241
843211,deng,B1,New,BeiJing,geophysics (phd）,Pending,2025-05-29,0000-00-00,241
843223,雪豹,F1,New,ShangHai,Software Management,Clear,2025-05-29,2025-08-01,64
843258,xm,F1,New,ShangHai,CSE PhD,Clear,2025-05-29,2025-07-24,56
843295,HV2L,F1,Renewal,GuangZhou,Biochemistry,Clear,2025-05-29,2025-07-25,57
843300,ralta,F1,New,BeiJing,N/A,Clear,2025-05-29,2025-07-30,62
843334,790592831,F1,New,GuangZhou,System Engineering,Clear,2025-05-29,2025-07-31,63
843339,go_go_go,H1,New,BeiJing,EE,Clear,2025-05-29,2025-08-05,68
843380,gogogo,J1,New,BeiJing,"CS, AI",Clear,2025-05-29,2025-07-28,60
843506,wishapprovew,L2,New,BeiJing,CS,Clear,2025-05-29,2025-07-25,57
843304,球球下签,F1,New,BeiJing,CS/AI,Clear,2025-05-30,2025-07-28,59
843352,dongdong,F1,Renewal,Others,Geoinformatics,Clear,2025-05-30,2025-08-14,76
843409,gogogo,F1,New,HongKong,CE,Pending,2025-05-30,0000-00-00,240
842990,pepbae,H1,Renewal,Europe,Business Analytics,Clear,2025-06-02,2025-08-01,60
843029,a_r***@163.com,H1,Renewal,Europe,CS,Pending,2025-06-02,0000-00-00,237
843232,itsing,L1,New,Vancouver,N/A,Clear,2025-06-02,2025-07-22,50
842997,gfx,B1,New,Others,chemistry,Clear,2025-06-03,2025-08-20,78
842999,好想死zhc,J1,New,BeiJing,CS,Clear,2025-06-03,2025-07-29,56
842993,114514,F1,Renewal,ShangHai,Mechanical Engineering,Pending,2025-06-03,0000-00-00,236
843005,lilychen96,F1,New,BeiJing,N/A,Pending,2025-06-03,0000-00-00,236
843006,lilychen96,F2,New,BeiJing,ME,Pending,2025-06-03,0000-00-00,236
843040,TSE,F1,New,ShangHai,CS,Pending,2025-06-03,0000-00-00,236
843048,下签喵喵,F1,New,BeiJing,CS phd,Clear,2025-06-03,2025-08-18,76
843092,black222white,F1,New,BeiJing,Biology,Clear,2025-06-03,2025-07-29,56
843097,happymao,H1,Renewal,GuangZhou,ME,Pending,2025-06-03,0000-00-00,236
843142,250603,H1,New,ShangHai,virology,Pending,2025-06-03,0000-00-00,236
843185,早日下签,H1,New,ShangHai,EECS,Pending,2025-06-03,0000-00-00,236
843237,43143392,F1,New,GuangZhou,EE phd,Clear,2025-06-03,2025-07-29,56
843238,小陈,F1,New,BeiJing,Materials,Pending,2025-06-03,0000-00-00,236
843260,啦啦啦,F1,Renewal,BeiJing,CEE,Clear,2025-06-03,2025-07-08,35
843369,哭了,B1,New,GuangZhou,N/A,Pending,2025-06-03,0000-00-00,236
843002,赵相机,J1,Renewal,BeiJing,Astronomy,Pending,2025-06-04,0000-00-00,235
843004,今天排骨打,H1,New,ShenYang,CS,Pending,2025-06-04,0000-00-00,235
843016,NY_GO,H1,Renewal,BeiJing,N/A,Pending,2025-06-04,0000-00-00,235
843069,pray,H1,Renewal,Europe,Applied Math,Clear,2025-06-04,2025-07-18,44
843070,aae,H1,New,Europe,N/A,Pending,2025-06-04,0000-00-00,235
843072,xxxx,F1,Renewal,Others,Chemistry,Clear,2025-06-04,2025-07-30,56
843088,FingerCroxx,F1,Renewal,GuangZhou,Biomed,Clear,2025-06-04,2025-08-05,62
843156,dddd,F1,New,ShangHai,BME,Clear,2025-06-04,2025-08-04,61
843198,ddtyuhao,H1,Renewal,BeiJing,Computer Science,Clear,2025-06-04,2025-07-23,49
843219,robbie2111141,H1,New,ShenYang,mechanical engineering,Clear,2025-06-04,2025-07-23,49
843244,顺顺利利,B1,New,HongKong,Chemistry,Clear,2025-06-04,2025-07-28,54
843269,kk,F1,New,ShangHai,EE,Pending,2025-06-04,0000-00-00,235
843287,fri,F1,Renewal,GuangZhou,Computer Science,Clear,2025-06-04,2025-08-01,58
843372,sophieee,H1,New,Others,"Mechancial Engineering, p",Pending,2025-06-04,0000-00-00,235
843389,快,F1,New,GuangZhou,N/A,Pending,2025-06-04,0000-00-00,235
843393,wannastudy,F1,New,GuangZhou,ECE,Clear,2025-06-04,2025-08-06,63
843434,Pascal,F1,Renewal,BeiJing,ME,Clear,2025-06-04,2025-08-06,63
843502,哭哭,F1,New,BeiJing,AI (masters),Pending,2025-06-04,0000-00-00,235
843220,快出结果吧,B2,New,ShangHai,N/A,Clear,2025-06-05,2025-08-08,64
843268,速速下签,F1,Renewal,BeiJing,ME,Pending,2025-06-05,0000-00-00,234
843292,etiane,F1,New,BeiJing,Education,Pending,2025-06-05,0000-00-00,234
843328,exciton,F1,New,BeiJing,Physics,Clear,2025-06-05,2025-08-05,61
843364,gzqz202506,B2,New,GuangZhou,Engineering,Clear,2025-06-05,2025-08-01,57
843387,远不止如此,J1,New,BeiJing,ECE/Physics,Pending,2025-06-05,0000-00-00,234
843429,快下签,J1,New,Europe,Math,Clear,2025-06-05,2025-08-13,69
843501,开学来不及,F1,Renewal,GuangZhou,N/A,Pending,2025-06-05,0000-00-00,234
843051,McLaren,H1,Renewal,BeiJing,Aerospace and Mechanical,Clear,2025-06-06,2025-06-06,0
843057,事与愿违吗,F1,Renewal,GuangZhou,Applied Math,Pending,2025-06-06,0000-00-00,233
843084,外来务工人,B1,New,ShenYang,ISE,Pending,2025-06-06,0000-00-00,233
843123,kevnzhu,F1,Renewal,GuangZhou,Chemistry,Pending,2025-06-06,0000-00-00,233
843146,DRAGONFLARE,F1,New,Others,EE,Clear,2025-06-06,2025-07-29,53
843228,ianchangism,B2,New,BeiJing,Computer Science,Pending,2025-06-06,0000-00-00,233
843240,AA00EH8J4B,H1,Renewal,Europe,ECE,Clear,2025-06-06,2025-08-07,62
843270,EH,F1,Renewal,BeiJing,CS,Clear,2025-06-06,2025-08-06,61
843282,GuangzhouPassPP,F1,New,GuangZhou,CS Master,Pending,2025-06-06,0000-00-00,233
843357,lwxnba,O1,New,BeiJing,CS/AI,Pending,2025-06-06,0000-00-00,233
843465,顺利过关,F1,New,BeiJing,ChemE,Clear,2025-06-06,2025-08-08,63
843195,ztao,F1,New,ShangHai,physics,Pending,2025-06-07,0000-00-00,232
843263,学术垃圾回,F1,New,ShangHai,MAE,Pending,2025-06-07,0000-00-00,232
843031,Mason32,F1,Renewal,BeiJing,CE,Pending,2025-06-09,0000-00-00,230
843033,快点过吧,H1,New,BeiJing,Chemistry,Clear,2025-06-09,2025-08-06,58
843038,EZ,H1,New,ShangHai,Computational Biology,Clear,2025-06-09,2025-07-24,45
843205,Dizzy,F1,Renewal,GuangZhou,Bioinformatics,Clear,2025-06-09,2025-08-05,57
843286,只是去读书,F1,New,GuangZhou,Information Systems,Pending,2025-06-09,0000-00-00,230
843315,LittlePea,H4,New,HongKong,Design,Clear,2025-06-09,2025-08-13,65
843402,quick,H1,New,ShangHai,NE,Clear,2025-06-09,2025-08-06,58
843447,求过签,F1,New,ShangHai,Physics,Pending,2025-06-09,0000-00-00,230
843563,Se7en,B1,New,BeiJing,N/A,Pending,2025-06-09,0000-00-00,230
843036,momo,B1,New,BeiJing,CS,Pending,2025-06-10,0000-00-00,229
843041,孜孜不倦,B1,New,GuangZhou,Data science,Pending,2025-06-10,0000-00-00,229
843062,abc123,J1,New,ShangHai,ecology postdoc,Clear,2025-06-10,2025-07-11,31
843105,硅农,H1,Renewal,BeiJing,Semiconductor,Pending,2025-06-10,0000-00-00,229
843129,24k,F1,Renewal,BeiJing,Computer information tech,Pending,2025-06-10,0000-00-00,229
843158,Gatech,F1,New,ShangHai,CSE,Pending,2025-06-10,0000-00-00,229
843254,求过过过,F1,New,GuangZhou,ECE,Pending,2025-06-10,0000-00-00,229
843281,666,F1,Renewal,ShangHai,Biology,Clear,2025-06-10,2025-08-08,59
843325,notyourbusiness,L2,Renewal,Europe,Software Engineering,Pending,2025-06-10,0000-00-00,229
843327,Xxx,B1,New,HongKong,Physics,Pending,2025-06-10,0000-00-00,229
843422,deeadmann,J1,New,Toronto,Mathematics,Pending,2025-06-10,0000-00-00,229
843476,plz_issue,F1,New,ShangHai,CS,Pending,2025-06-10,0000-00-00,229
843259,AA00ELATYR,B2,New,GuangZhou,N/A,Pending,2025-06-11,0000-00-00,228
843343,Drinkwater,B1,New,BeiJing,MSE,Clear,2025-06-11,2025-08-08,58
843395,Come on,F1,New,ShangHai,Robo,Pending,2025-06-11,0000-00-00,228
843060,waterwhite,H1,New,ShangHai,ME,Clear,2025-06-12,2025-08-11,60
843331,求爷爷告奶,H1,Renewal,GuangZhou,Mechanical and Aerospace,Clear,2025-06-12,2025-08-01,50
843394,kldxbjz,F1,New,Toronto,CS/AI,Clear,2025-06-12,2025-08-21,70
843063,Mingli,H1,Renewal,BeiJing,Mechanical Engineering,Pending,2025-06-13,0000-00-00,226
843068,ravingchef,B2,New,HongKong,Information Engineering,Clear,2025-06-13,2025-08-06,54
843102,一遍过,B1,New,BeiJing,CS,Clear,2025-06-13,2025-08-07,55
843112,Yugarbear,H1,New,ShangHai,Psychology,Clear,2025-06-13,2025-06-20,7
843234,WyattSum,B1,New,GuangZhou,Chemical Engineering,Pending,2025-06-13,0000-00-00,226
843309,newbee,B1,New,GuangZhou,Mechanical Engineering,Clear,2025-06-13,2025-08-05,53
843313,球球了,J1,New,ShangHai,Genetics,Pending,2025-06-13,0000-00-00,226
843321,求过签,O1,New,ShangHai,Biochemistry,Reject,2025-06-13,2025-07-02,19
843333,AA00ISSUED,F1,New,Others,ME,Clear,2025-06-13,2025-07-08,25
843366,Harry,H1,Renewal,BeiJing,CheE,Clear,2025-06-13,2025-08-08,56
843428,daniel1357,L1,New,Europe,N/A,Clear,2025-06-13,2025-08-08,56
843456,球球了,J1,New,ShangHai,Genetics,Pending,2025-06-13,0000-00-00,226
843086,djdjdj,H1,New,Others,CS,Clear,2025-06-16,2025-08-27,72
843104,Flykes,F1,New,GuangZhou,Games,Pending,2025-06-16,0000-00-00,223
843192,Mushroom,F1,Renewal,ShangHai,Psychology,Pending,2025-06-16,0000-00-00,223
843210,kiki,F1,New,BeiJing,ECE,Pending,2025-06-16,0000-00-00,223
843221,拜托拜托,H1,Renewal,GuangZhou,Information Science,Pending,2025-06-16,0000-00-00,223
843242,YEEEEE,J1,New,GuangZhou,ECE,Clear,2025-06-16,2025-08-21,66
843262,下签下签,F1,Renewal,GuangZhou,Civil Engineering,Clear,2025-06-16,2025-08-04,49
843293,EvanBeijing,F1,Renewal,BeiJing,CE,Clear,2025-06-16,2025-08-05,50
843301,pzella,F1,New,ShangHai,cs,Pending,2025-06-16,0000-00-00,223
843349,cryy1108,H1,Renewal,Vancouver,CS,Pending,2025-06-16,0000-00-00,223
843384,Tkkdontjerkoff,F1,New,BeiJing,Master Of Software Engine,Pending,2025-06-16,0000-00-00,223
843391,issue吧！求�,F1,Renewal,BeiJing,CS,Clear,2025-06-16,2025-08-13,58
843404,Aaab,F1,New,ShangHai,Commutation Design,Pending,2025-06-16,0000-00-00,223
843407,ddd,B1,New,ShenYang,biopharmaceutical,Clear,2025-06-16,2025-08-07,52
843426,Zhuan,H1,Renewal,BeiJing,Computer tech,Clear,2025-06-16,2025-08-15,60
843085,Ari,J1,New,BeiJing,Health services research,Clear,2025-06-17,2025-07-04,17
843103,wuyuziii,H1,Renewal,GuangZhou,EE,Clear,2025-06-17,2025-08-07,51
843119,iyu,B2,New,ShangHai,Biology,Pending,2025-06-17,0000-00-00,222
843148,eugenia,F1,Renewal,BeiJing,Informatics PhD,Clear,2025-06-17,2025-07-28,41
843278,revlis,L1,New,Others,Mechanics,Clear,2025-06-17,2025-08-08,52
843299,AA00EK8LZ7,B1,New,GuangZhou,CS,Clear,2025-06-17,2025-08-07,51
843323,下签下签！,O1,New,Europe,EE,Clear,2025-06-17,2025-08-08,52
843330,多久能过,F1,Renewal,BeiJing,Physics,Clear,2025-06-17,2025-08-08,52
843332,Blue,L1,New,GuangZhou,N/A,Clear,2025-06-17,2025-08-12,56
843416,yun2660,F1,New,Others,MSE,Clear,2025-06-17,2025-08-01,45
843439,出差狗即将,B1,Renewal,BeiJing,CS,Clear,2025-06-17,2025-08-08,52
843096,求下签,H1,New,ShangHai,Physics,Pending,2025-06-18,0000-00-00,221
843215,马上就要过,H1,Renewal,GuangZhou,Mechanical Engineering,Pending,2025-06-18,0000-00-00,221
843266,cai***@jaas.ac.,J2,New,ShangHai,Biochemistry,Clear,2025-06-18,2025-11-25,160
843400,AMTF,L1,New,Others,Chemical Engineering,Clear,2025-06-18,2025-08-11,54
843495,谢谢幸运,F1,Renewal,GuangZhou,ME,Clear,2025-06-18,2025-08-14,57
843537,qwerty,H1,New,ShangHai,Civil Engineering,Clear,2025-06-18,2025-08-23,66
843571,yunfeiyang,B2,New,GuangZhou,CS,Pending,2025-06-18,0000-00-00,221
843137,EM0310508,F1,New,ShangHai,MBA,Pending,2025-06-20,0000-00-00,219
843162,luckyfancy,H1,Renewal,HongKong,Neural engineering,Clear,2025-06-20,2025-08-11,52
843201,zionjzy,H1,Renewal,Others,EE,Clear,2025-06-20,2025-08-06,47
843484,求求了快下,F1,Renewal,ShangHai,Biotechnology,Pending,2025-06-20,0000-00-00,219
843022,快过签,B1,New,BeiJing,AEROSPACE,Pending,2025-06-21,0000-00-00,218
843042,Seal,F1,New,BeiJing,ECE,Pending,2025-06-23,0000-00-00,216
843141,jazzyjzzz,F1,Renewal,BeiJing,Bioengineering,Clear,2025-06-23,2025-08-08,46
843316,sad me,L1,New,ShenYang,N/A,Pending,2025-06-23,0000-00-00,216
843341,xxxx,H1,New,Others,CS,Clear,2025-06-23,2025-08-15,53
843350,ShowMeMagic,H1,Renewal,Vancouver,Business Analytics,Clear,2025-06-23,2025-08-07,45
843443,dadada,H1,New,ShangHai,chemistry,Clear,2025-06-23,2025-08-14,52
843500,ahckjhckxz,H1,Renewal,ShangHai,CS,Clear,2025-06-23,2025-08-20,58
843547,激情狂飙,H1,Renewal,ShangHai,Mechanical,Clear,2025-06-23,2025-09-10,79
843140,dd,J1,New,Calgary,cs,Clear,2025-06-24,2025-08-20,57
843144,猪八,H1,Renewal,Others,ME,Reject,2025-06-24,2025-06-25,1
843203,ynguo94,H4,New,GuangZhou,biotech pharma,Clear,2025-06-24,2025-08-14,51
843280,check好多回,H1,New,Others,cs,Clear,2025-06-24,2025-08-05,42
843320,chaoyang1996,H1,New,BeiJing,Mechanical Engineering,Clear,2025-06-24,2025-08-06,43
843433,我很幸运,H1,New,GuangZhou,CS,Pending,2025-06-24,0000-00-00,215
843454,麻溜下签,H1,Renewal,GuangZhou,CS,Clear,2025-06-24,2025-08-13,50
843460,YES or YES,F1,Renewal,BeiJing,CS PhD,Clear,2025-06-24,2025-08-13,50
843466,YYY,H1,Renewal,ShangHai,CS,Pending,2025-06-24,0000-00-00,215
843629,essie,H1,New,Toronto,Mathematical Biology,Clear,2025-06-24,2025-09-19,87
843397,累得要死,O1,New,Others,AI,Pending,2025-06-25,0000-00-00,214
843401,长安的荔枝,H1,Renewal,GuangZhou,EE,Clear,2025-06-25,2025-08-22,58
843442,udp53,F1,New,GuangZhou,EEE,Pending,2025-06-25,0000-00-00,214
843155,ruipeng4,F1,Renewal,ShangHai,CS,Clear,2025-06-26,2025-11-18,145
843231,BJ626 cat,H1,Renewal,BeiJing,Virology,Pending,2025-06-26,0000-00-00,213
843482,Causeway,H1,Renewal,HongKong,CS,Pending,2025-06-27,0000-00-00,212
843166,AA00DB79XJ,L1,Renewal,ShangHai,ECE,Clear,2025-06-30,2025-08-13,44
843167,Lmgfy,J1,New,HongKong,N/A,Pending,2025-06-30,0000-00-00,209
843284,Hello,F1,New,ShangHai,Finance,Pending,2025-06-30,0000-00-00,209
843317,IronEgg,H1,Renewal,GuangZhou,Computer Science,Clear,2025-06-30,2025-08-18,49
843414,想我的猫了,F1,Renewal,GuangZhou,Molecular Biology,Pending,2025-06-30,0000-00-00,209
843541,CR7,F1,Renewal,GuangZhou,CS Stem Opt,Clear,2025-06-30,2025-08-25,56
843172,lzyttxs,F1,Renewal,BeiJing,Mechanical Engineering,Clear,2025-07-01,2025-08-21,51
843177,gzj1chen,J1,New,GuangZhou,Engineering Management,Clear,2025-07-01,2025-07-16,15
843178,发生甚么事,B1,New,BeiJing,Astrophysics,Pending,2025-07-01,0000-00-00,208
843182,机票涨飞了,B2,New,Others,Power Engineering and Eng,Clear,2025-07-01,2025-08-14,44
843420,yifengyuyee,F1,Renewal,GuangZhou,CS,Pending,2025-07-01,0000-00-00,208
843430,ztc,O1,New,Others,EE,Clear,2025-07-01,2025-08-08,38
843459,seanwithme,B1,New,GuangZhou,CS,Clear,2025-07-01,2025-08-21,51
843478,光速下签,F1,New,ShangHai,CompBio,Clear,2025-07-01,2025-08-20,50
843493,fingercrox,H4,Renewal,GuangZhou,biomedical engineering,Clear,2025-07-01,2025-08-15,45
843839,vck,H1,Renewal,ShangHai,CS,Pending,2025-07-01,0000-00-00,208
844404,快快下签,J1,New,BeiJing,EE,Pending,2025-07-01,0000-00-00,208
843267,fuck trump,H1,Renewal,BeiJing,Aeronautical Engineering,Clear,2025-07-02,2025-08-14,43
843324,速速下签 wd,F1,New,Others,MS Comp Bio,Pending,2025-07-02,0000-00-00,207
843424,shanghaiO1,O1,Renewal,ShangHai,CS,Clear,2025-07-02,2025-08-13,42
843373,xqx,H1,New,BeiJing,material science,Clear,2025-07-02,2025-08-15,44
843479,来签来签,F1,Renewal,GuangZhou,ECE,Pending,2025-07-02,0000-00-00,207
843480,qq,J1,New,GuangZhou,Biology,Clear,2025-07-02,2025-08-19,48
843520,glenndingli,H1,Renewal,Vancouver,N/A,Clear,2025-07-02,2025-08-20,49
843558,快点下签啊,B1,New,BeiJing,CS,Pending,2025-07-02,0000-00-00,207
843191,AA00EOBFP5,J1,New,Others,Information Science and C,Pending,2025-07-03,0000-00-00,206
843196,byxsh,J1,New,HongKong,Mathematics,Pending,2025-07-03,0000-00-00,206
843218,TRS,F1,New,Others,Biostatistics,Pending,2025-07-03,0000-00-00,206
843359,skyrim,F1,Renewal,ShangHai,ECE,Clear,2025-07-03,2025-08-22,50
843432,来不及辣,F1,New,GuangZhou,CS,Clear,2025-07-03,2025-08-20,48
843226,加油,F1,Renewal,ShangHai,CS,Reject,2025-07-06,2025-07-09,3
843206,hou***@gmail.co,F1,Renewal,BeiJing,Mechanical Eng,Clear,2025-07-07,2025-08-15,39
843208,kdxqb,H1,New,Others,CS,Clear,2025-07-07,2025-08-27,51
843355,DD,F1,New,HongKong,EE,Clear,2025-07-07,2025-07-25,18
843356,求求了,F1,Renewal,ShangHai,ORIE,Pending,2025-07-07,0000-00-00,202
843470,guyuexuan,H1,Renewal,Others,CS,Clear,2025-07-07,2025-08-15,39
843523,还要等到什,J1,New,BeiJing,CS,Pending,2025-07-07,0000-00-00,202
843539,求好运,H1,Renewal,ShenYang,EE,Clear,2025-07-07,2025-09-10,65
843229,xiaotianxt,F1,New,BeiJing,Information Technology,Pending,2025-07-08,0000-00-00,201
843265,Dfmj,H1,Renewal,Europe,DS,Clear,2025-07-08,2025-08-27,50
843290,天佑吾签,F1,New,ShangHai,CS,Clear,2025-07-08,2025-08-17,40
843336,asume,F1,New,ShenYang,Computational Science,Pending,2025-07-08,0000-00-00,201
843386,alalpaca,F1,New,ShangHai,ai,Pending,2025-07-08,0000-00-00,201
843233,box,H1,New,ShenYang,MLE,Clear,2025-07-09,2025-07-29,20
843398,NakedRaccoon,F1,New,HongKong,Systems Engineering,Clear,2025-07-09,2025-08-18,40
843405,GT20times,F2,New,BeiJing,Chemical Engineering,Pending,2025-07-09,0000-00-00,200
843427,小狗屁,H4,New,ShangHai,Biotechnology,Clear,2025-07-09,2025-08-26,48
843458,Noname,F1,New,ShangHai,CS,Clear,2025-07-09,2025-09-18,71
843474,求下签,H1,New,Vancouver,ECE,Pending,2025-07-09,0000-00-00,200
843494,wuhudsm,F1,New,ShangHai,CS,Clear,2025-07-09,2025-08-22,44
843521,zhang,B1,New,BeiJing,CS / Data Science,Pending,2025-07-09,0000-00-00,200
843253,what0411,B1,New,ShenYang,Mechnical engineering,Clear,2025-07-10,2025-09-03,55
843314,plz,J2,New,ShenYang,Chemical Engineering,Clear,2025-07-10,2025-09-08,60
843319,葱葱,F1,New,BeiJing,msfe,Clear,2025-07-10,2025-07-28,18
843374,求快下签o_o,F1,New,BeiJing,CS,Pending,2025-07-10,0000-00-00,199
843417,Goodluck!!,L1,Renewal,GuangZhou,EE,Clear,2025-07-10,2025-08-18,39
843425,Riaria9,F1,Renewal,Others,CS,Clear,2025-07-10,2025-08-27,48
843435,我好急啊啊,J1,New,BeiJing,chemistry,Pending,2025-07-10,0000-00-00,199
843553,Jane,H1,Renewal,ShangHai,Bioinformatics,Clear,2025-07-10,2025-08-27,48
843998,Chris,F1,New,BeiJing,Materials Science and Eng,Pending,2025-07-10,0000-00-00,199
843345,XYF,F1,New,ShangHai,ECE,Pending,2025-07-11,0000-00-00,198
843348,Chick-Fli-Aaaaa,H1,Renewal,Vancouver,IT,Clear,2025-07-11,2025-08-19,39
843485,gogogo,H1,New,Europe,EE,Clear,2025-07-11,2025-10-07,88
843525,求求啦,H1,New,Others,DS,Pending,2025-07-11,0000-00-00,198
843650,indigoice,H4,Renewal,ShangHai,business,Pending,2025-07-11,0000-00-00,198
843274,ptonhedgehog,F1,New,GuangZhou,Management Science,Clear,2025-07-14,2025-07-14,0
843277,wyz2368,H1,New,ShangHai,CS,Clear,2025-07-14,2025-08-29,46
843285,D12138,F1,Renewal,BeiJing,CS,Pending,2025-07-14,0000-00-00,195
843306,123456,B2,New,ShangHai,N/A,Pending,2025-07-14,0000-00-00,195
843308,搞快点求求,J1,New,Europe,Informatics,Clear,2025-07-14,2025-09-03,51
843371,下签小猫显,H4,Renewal,Vancouver,EECS,Clear,2025-07-14,2025-08-22,39
843560,pleasepleaseple,H1,Renewal,BeiJing,ECE,Pending,2025-07-14,0000-00-00,195
843410,AA00ER,L1,New,Toronto,AE,Clear,2025-07-14,2025-08-13,30
843516,IPgIprYNpxGEPxU,F1,New,ShenYang,Computer Science,Clear,2025-07-14,2025-08-21,38
843601,已经太迟辣,B2,Renewal,Europe,Computer Science,Clear,2025-07-14,2025-09-11,59
843318,182084,B1,New,GuangZhou,Electronic information,Clear,2025-07-15,2025-09-03,50
843351,a0007678,B1,New,ShenYang,Chemistry,Clear,2025-07-15,2025-08-20,36
843353,6点起床上�,H1,New,Vancouver,N/A,Pending,2025-07-15,0000-00-00,194
843444,分享加好运,F1,New,ShangHai,Electrical and Computer E,Clear,2025-07-15,2025-09-25,72
843488,有学上,F1,New,BeiJing,CS,Clear,2025-07-15,2025-08-21,37
843505,checkcheck,J1,New,BeiJing,computer science,Clear,2025-07-15,2025-08-29,45
843532,下签下签下,F1,New,Ottawa,IT,Pending,2025-07-15,0000-00-00,194
843565,520102200304193,F1,New,HongKong,Computer Science,Clear,2025-07-15,2025-07-23,8
843358,出签证球球,H1,Renewal,Vancouver,Math,Clear,2025-07-16,2025-08-21,36
843576,搞快点啊,F1,New,GuangZhou,ME,Pending,2025-07-16,0000-00-00,193
843385,ellawang,H1,Renewal,BeiJing,Earth Science,Clear,2025-07-17,2025-08-05,19
843390,issue,B1,New,Others,Electronic information,Pending,2025-07-17,0000-00-00,192
843413,tan,F1,Renewal,GuangZhou,Biology- STEM OPT,Clear,2025-07-17,2025-08-27,41
843572,rhyo_oxime,F1,New,BeiJing,Molecular Engineering,Clear,2025-07-17,2025-09-04,49
843337,FZZF,F1,New,ShangHai,IT,Pending,2025-07-18,0000-00-00,191
843342,Bear,B1,New,Montreal,N/A,Pending,2025-07-18,0000-00-00,191
843436,发生甚么事,J1,New,ShangHai,CS,Clear,2025-07-18,2025-09-16,60
843445,我要上学,F1,New,ShangHai,Entomology,Pending,2025-07-18,0000-00-00,191
843517,搞快点,F1,New,HongKong,Robotics,Clear,2025-07-18,2025-08-27,40
843536,gao,J1,New,GuangZhou,math,Clear,2025-07-18,2025-08-28,41
844077,哎哟真折腾,F1,New,ShenYang,CS,Clear,2025-07-18,2025-12-19,154
843423,visa blessing,H1,New,Others,Computer Science,Clear,2025-07-21,2025-09-09,50
843453,粥威,F1,New,BeiJing,Physics,Clear,2025-07-21,2025-08-06,16
843499,到码头整点,F1,New,GuangZhou,CS,Clear,2025-07-21,2025-08-29,39
843540,hywwwwww,H1,New,ShangHai,material science,Clear,2025-07-21,2025-08-25,35
843595,qiuqiu,B1,New,BeiJing,Chem,Clear,2025-07-21,2025-09-18,59
843362,怀揣希望的,B1,New,BeiJing,English,Pending,2025-07-22,0000-00-00,187
843365,Not_Jo,F1,New,GuangZhou,Electrical,Clear,2025-07-22,2025-08-27,36
843631,搞快点,J1,New,Others,ECE posdoc,Clear,2025-07-22,2025-11-06,107
843375,Luckyguy,J1,New,BeiJing,Health Policy,Pending,2025-07-23,0000-00-00,186
843449,8.25之前下�,F1,New,GuangZhou,Biotech,Pending,2025-07-23,0000-00-00,186
843529,ManWhatCanISay,J1,New,BeiJing,Theoretical Physics,Pending,2025-07-23,0000-00-00,186
843534,求求想回去,F1,Renewal,BeiJing,N/A,Pending,2025-07-23,0000-00-00,186
843367,goodluck,F1,Renewal,BeiJing,N/A,Pending,2025-07-24,0000-00-00,185
843411,别了温哥华,H1,Renewal,Vancouver,Information system manage,Clear,2025-07-24,2025-08-27,34
843421,求求了快点,F1,New,BeiJing,Mechanical Engineering,Clear,2025-07-24,2025-08-26,33
843440,过儿,F1,New,GuangZhou,Biotechnology,Clear,2025-07-24,2025-09-22,60
843503,celegorm,L1,New,GuangZhou,STEM,Clear,2025-07-24,2025-09-02,40
843524,812322,L1,New,ShangHai,Chemical engineering,Pending,2025-07-24,0000-00-00,185
843582,求快点下签,F1,New,BeiJing,Chemistry,Pending,2025-07-24,0000-00-00,185
843583,求快点下签,F1,New,BeiJing,Chemistry,Pending,2025-07-24,0000-00-00,185
843597,ems plz 快点,F1,New,GuangZhou,CS,Clear,2025-07-24,2025-09-09,47
843448,floatingcloud,H1,New,Vancouver,CS,Pending,2025-07-25,0000-00-00,184
843546,明天下签,L1,New,Others,EEE,Clear,2025-07-25,2025-08-26,32
843406,菜鸡一枚,B2,New,HongKong,Computer Science,Clear,2025-07-28,2025-08-28,31
843431,让我上学,F1,New,GuangZhou,Bioinformatics,Clear,2025-07-28,2025-09-05,39
